time=2016-05-30T22:00:23, team=167, userid=1410, assignmentid=5328 
time=2016-06-21T03:03:05, team=213, userid=1481, assignmentid=38569
time=2016-06-21T03:03:05, team=220, userid=985, assignmentid=38570
time=2016-06-21T03:33:05, team=206, userid=295, assignmentid=38636
time=2016-06-21T03:33:05, team=60, userid=1250, assignmentid=38637
time=2016-06-21T03:33:05, team=200, userid=1397, assignmentid=38638
time=2016-06-21T03:33:05, team=205, userid=1892, assignmentid=38639
time=2016-06-21T04:03:05, team=192, userid=1132, assignmentid=38709
time=2016-06-21T04:03:05, team=214, userid=963, assignmentid=38710
time=2016-06-21T04:33:05, team=96, userid=1854, assignmentid=38778
time=2016-06-21T04:33:05, team=196, userid=1021, assignmentid=38779
time=2016-06-21T04:33:05, team=20, userid=1606, assignmentid=38780
time=2016-06-21T04:33:05, team=69, userid=405, assignmentid=38781
time=2016-06-21T05:03:05, team=196, userid=1087, assignmentid=38850
time=2016-06-21T05:03:05, team=63, userid=979, assignmentid=38851
time=2016-06-21T05:03:05, team=213, userid=191, assignmentid=38852
time=2016-06-21T05:03:05, team=89, userid=1629, assignmentid=38853
time=2016-06-21T05:03:05, team=230, userid=1892, assignmentid=38854
time=2016-06-21T05:33:05, team=144, userid=1071, assignmentid=38859
time=2016-06-21T05:33:05, team=131, userid=603, assignmentid=38860
time=2016-06-21T05:33:05, team=63, userid=1613, assignmentid=38861
time=2016-06-21T05:33:05, team=77, userid=1067, assignmentid=38862
time=2016-06-21T05:33:05, team=88, userid=1068, assignmentid=38863
time=2016-06-21T05:33:05, team=9, userid=623, assignmentid=38864
time=2016-06-21T05:33:05, team=56, userid=1485, assignmentid=38865
time=2016-06-21T06:03:05, team=208, userid=1756, assignmentid=38918
time=2016-06-21T06:03:05, team=4, userid=1627, assignmentid=38919
time=2016-06-21T06:33:05, team=49, userid=928, assignmentid=38983
time=2016-06-21T06:33:05, team=6, userid=250, assignmentid=38984
time=2016-06-21T06:33:05, team=55, userid=216, assignmentid=38985
time=2016-06-21T06:33:05, team=189, userid=1296, assignmentid=38986
time=2016-06-21T06:33:05, team=227, userid=1824, assignmentid=38987
time=2016-06-21T07:03:05, team=208, userid=1128, assignmentid=39058
time=2016-06-21T07:03:05, team=57, userid=1407, assignmentid=39059
time=2016-06-21T07:33:05, team=44, userid=155, assignmentid=39088
time=2016-06-21T07:33:05, team=202, userid=589, assignmentid=39089
time=2016-06-21T07:33:05, team=161, userid=1839, assignmentid=39090
time=2016-06-21T07:33:05, team=181, userid=174, assignmentid=39091
time=2016-06-21T08:03:05, team=179, userid=1711, assignmentid=39106
time=2016-06-21T08:03:05, team=196, userid=1685, assignmentid=39107
time=2016-06-21T08:03:05, team=89, userid=521, assignmentid=39108
time=2016-06-21T08:03:05, team=27, userid=1841, assignmentid=39109
time=2016-06-21T08:03:05, team=81, userid=338, assignmentid=39110
time=2016-06-21T08:33:05, team=192, userid=779, assignmentid=39128
time=2016-06-21T08:33:05, team=173, userid=1230, assignmentid=39129
time=2016-06-21T08:33:05, team=163, userid=1679, assignmentid=39130
time=2016-06-21T09:03:05, team=71, userid=812, assignmentid=39148
time=2016-06-21T09:03:05, team=44, userid=1632, assignmentid=39149
time=2016-06-21T09:03:05, team=49, userid=1002, assignmentid=39150
time=2016-06-21T09:03:05, team=208, userid=1655, assignmentid=39151
time=2016-06-21T09:33:05, team=57, userid=1374, assignmentid=39159
time=2016-06-21T09:33:05, team=205, userid=1380, assignmentid=39160
time=2016-06-21T10:03:05, team=196, userid=1780, assignmentid=39221
time=2016-06-21T10:03:05, team=161, userid=1870, assignmentid=39222
time=2016-06-21T10:33:05, team=29, userid=1825, assignmentid=39250
time=2016-06-21T10:33:05, team=163, userid=1370, assignmentid=39251
time=2016-06-21T10:33:05, team=20, userid=1628, assignmentid=39252
time=2016-06-21T11:03:05, team=44, userid=724, assignmentid=39317
time=2016-06-21T11:03:05, team=88, userid=1699, assignmentid=39318
time=2016-06-21T11:03:05, team=88, userid=809, assignmentid=39319
time=2016-06-21T11:33:05, team=119, userid=1994, assignmentid=39327
time=2016-06-21T11:33:05, team=211, userid=1893, assignmentid=39328
time=2016-06-21T11:33:05, team=115, userid=90, assignmentid=39329
time=2016-06-21T11:33:05, team=115, userid=303, assignmentid=39330
time=2016-06-21T11:33:05, team=219, userid=184, assignmentid=39331
time=2016-06-21T12:03:05, team=101, userid=436, assignmentid=39397
time=2016-06-21T12:03:05, team=99, userid=1066, assignmentid=39398
time=2016-06-21T12:03:05, team=206, userid=1645, assignmentid=39399
time=2016-06-21T12:03:05, team=226, userid=95, assignmentid=39400
time=2016-06-21T12:33:05, team=204, userid=679, assignmentid=39431
time=2016-06-21T12:33:05, team=204, userid=801, assignmentid=39432
time=2016-06-21T13:03:05, team=221, userid=1254, assignmentid=39466
time=2016-06-21T13:03:05, team=232, userid=33, assignmentid=39467
time=2016-06-21T13:03:05, team=236, userid=1874, assignmentid=39468
time=2016-06-21T13:03:05, team=240, userid=581, assignmentid=39469
time=2016-06-21T13:33:05, team=239, userid=1188, assignmentid=39518
time=2016-06-21T13:33:05, team=216, userid=1889, assignmentid=39519
time=2016-06-21T13:33:05, team=6, userid=828, assignmentid=39520
time=2016-06-21T14:03:05, team=214, userid=1619, assignmentid=39549
time=2016-06-21T14:03:05, team=156, userid=646, assignmentid=39550
time=2016-06-21T14:03:05, team=156, userid=150, assignmentid=39551
time=2016-06-21T14:33:05, team=186, userid=1189, assignmentid=39585
time=2016-06-21T14:33:05, team=31, userid=1762, assignmentid=39586
time=2016-06-21T14:33:05, team=88, userid=549, assignmentid=39587
time=2016-06-21T14:33:05, team=216, userid=1627, assignmentid=39588
time=2016-06-21T15:03:05, team=106, userid=496, assignmentid=39651
time=2016-06-21T15:03:05, team=163, userid=289, assignmentid=39652
time=2016-06-21T15:03:05, team=216, userid=1341, assignmentid=39653
time=2016-06-21T15:03:05, team=62, userid=316, assignmentid=39654
time=2016-06-21T15:03:05, team=215, userid=461, assignmentid=39655
time=2016-06-21T15:03:05, team=228, userid=138, assignmentid=39656
time=2016-06-21T15:33:05, team=227, userid=1367, assignmentid=39704
time=2016-06-21T15:33:05, team=206, userid=1040, assignmentid=39705
time=2016-06-21T16:03:05, team=77, userid=1908, assignmentid=39744
time=2016-06-21T16:03:05, team=129, userid=450, assignmentid=39745
time=2016-06-21T16:03:05, team=213, userid=995, assignmentid=39746
time=2016-06-21T16:33:05, team=233, userid=70, assignmentid=39760
time=2016-06-21T17:03:05, team=45, userid=670, assignmentid=39822
time=2016-06-21T17:33:05, team=147, userid=1290, assignmentid=39880
time=2016-06-21T17:33:05, team=176, userid=1982, assignmentid=39881
time=2016-06-21T17:33:05, team=226, userid=1962, assignmentid=39882
time=2016-06-21T17:33:05, team=173, userid=1297, assignmentid=39883
time=2016-06-21T17:33:05, team=160, userid=216, assignmentid=39884
time=2016-06-21T17:33:05, team=9, userid=1517, assignmentid=39885
time=2016-06-21T18:03:05, team=181, userid=799, assignmentid=39950
time=2016-06-21T18:03:05, team=224, userid=150, assignmentid=39951
time=2016-06-21T18:33:05, team=202, userid=1876, assignmentid=39972
time=2016-06-21T18:33:05, team=4, userid=1209, assignmentid=39973
time=2016-06-21T19:03:05, team=176, userid=77, assignmentid=40036
time=2016-06-21T19:33:05, team=84, userid=181, assignmentid=40103
time=2016-06-21T19:33:05, team=9, userid=1062, assignmentid=40104
time=2016-06-21T19:33:05, team=208, userid=115, assignmentid=40105
time=2016-06-21T19:33:05, team=223, userid=851, assignmentid=40106
time=2016-06-21T19:33:05, team=220, userid=1320, assignmentid=40107
time=2016-06-21T19:33:05, team=241, userid=1517, assignmentid=40108
time=2016-06-21T20:03:05, team=232, userid=338, assignmentid=40143
time=2016-06-21T20:33:05, team=121, userid=68, assignmentid=40219
time=2016-06-21T20:33:05, team=200, userid=1387, assignmentid=40220
time=2016-06-21T20:33:05, team=101, userid=1817, assignmentid=40221
time=2016-06-21T20:33:05, team=156, userid=134, assignmentid=40222
time=2016-06-21T20:33:05, team=212, userid=796, assignmentid=40223
time=2016-06-21T20:33:05, team=118, userid=1941, assignmentid=40224
time=2016-06-21T20:33:05, team=148, userid=208, assignmentid=40225
time=2016-06-21T21:03:05, team=57, userid=58, assignmentid=40297
time=2016-06-21T21:03:05, team=60, userid=1695, assignmentid=40298
time=2016-06-21T21:03:05, team=128, userid=1280, assignmentid=40299
time=2016-06-21T21:03:05, team=89, userid=1439, assignmentid=40300
time=2016-06-21T21:33:05, team=49, userid=74, assignmentid=40371
time=2016-06-21T22:03:05, team=192, userid=967, assignmentid=40432
time=2016-06-21T22:03:05, team=200, userid=645, assignmentid=40433
time=2016-06-21T22:03:05, team=206, userid=270, assignmentid=40434
time=2016-06-21T22:33:05, team=217, userid=1971, assignmentid=40457
time=2016-06-21T22:33:05, team=150, userid=726, assignmentid=40458
time=2016-06-21T22:33:05, team=226, userid=662, assignmentid=40459
time=2016-06-21T22:33:05, team=226, userid=982, assignmentid=40460
time=2016-06-21T22:33:05, team=147, userid=683, assignmentid=40461
time=2016-06-21T22:33:05, team=31, userid=1906, assignmentid=40462
time=2016-06-21T23:03:05, team=226, userid=1208, assignmentid=40529
time=2016-06-21T23:03:05, team=192, userid=1195, assignmentid=40530
time=2016-06-21T23:03:05, team=27, userid=470, assignmentid=40531
time=2016-06-21T23:03:05, team=224, userid=1481, assignmentid=40532
time=2016-06-21T23:03:05, team=105, userid=1839, assignmentid=40533
time=2016-06-21T23:33:05, team=42, userid=1173, assignmentid=40594
time=2016-06-21T23:33:05, team=223, userid=1710, assignmentid=40595
time=2016-06-21T23:33:05, team=200, userid=1509, assignmentid=40596
time=2016-06-21T23:33:05, team=224, userid=1400, assignmentid=40597
time=2016-06-22T00:03:05, team=214, userid=756, assignmentid=40649
time=2016-06-22T00:03:05, team=242, userid=1523, assignmentid=40650
time=2016-06-22T00:03:05, team=156, userid=1136, assignmentid=40651
time=2016-06-22T00:33:05, team=214, userid=755, assignmentid=40680
time=2016-06-22T00:33:05, team=152, userid=1240, assignmentid=40681
time=2016-06-22T00:33:05, team=174, userid=1562, assignmentid=40682
time=2016-06-22T00:33:05, team=73, userid=382, assignmentid=40683
time=2016-06-22T00:33:05, team=183, userid=1077, assignmentid=40684
time=2016-06-22T00:33:05, team=233, userid=493, assignmentid=40685
time=2016-06-22T01:03:05, team=131, userid=32, assignmentid=40730
time=2016-06-22T01:03:05, team=48, userid=332, assignmentid=40731
time=2016-06-22T01:03:05, team=48, userid=1840, assignmentid=40732
time=2016-06-22T01:03:05, team=144, userid=512, assignmentid=40733
time=2016-06-22T01:33:05, team=70, userid=1662, assignmentid=40797
time=2016-06-22T01:33:05, team=154, userid=96, assignmentid=40798
time=2016-06-22T02:03:05, team=161, userid=7, assignmentid=40843
time=2016-06-22T02:03:05, team=181, userid=1565, assignmentid=40844
time=2016-06-22T02:03:05, team=70, userid=1720, assignmentid=40845
time=2016-06-22T02:33:05, team=46, userid=998, assignmentid=40918
time=2016-06-22T02:33:05, team=105, userid=1472, assignmentid=40919
time=2016-06-22T02:33:05, team=243, userid=1781, assignmentid=40920
time=2016-06-22T02:33:05, team=122, userid=1136, assignmentid=40921
time=2016-06-22T03:03:05, team=232, userid=483, assignmentid=40974
time=2016-06-22T03:03:05, team=228, userid=849, assignmentid=40975
time=2016-06-22T03:03:05, team=224, userid=1931, assignmentid=40976
time=2016-06-22T03:03:05, team=221, userid=1078, assignmentid=40977
time=2016-06-22T03:03:05, team=216, userid=395, assignmentid=40978
time=2016-06-22T03:03:05, team=232, userid=1580, assignmentid=40979
time=2016-06-22T03:03:05, team=192, userid=963, assignmentid=40980
time=2016-06-22T03:33:05, team=163, userid=937, assignmentid=41040
time=2016-06-22T03:33:05, team=160, userid=1627, assignmentid=41041
time=2016-06-22T04:03:05, team=185, userid=592, assignmentid=41069
time=2016-06-22T04:03:05, team=208, userid=649, assignmentid=41070
time=2016-06-22T04:33:05, team=150, userid=580, assignmentid=41106
time=2016-06-22T04:33:05, team=121, userid=1336, assignmentid=41107
time=2016-06-22T05:03:05, team=215, userid=1691, assignmentid=41149
time=2016-06-22T05:03:05, team=186, userid=1835, assignmentid=41150
time=2016-06-22T05:33:05, team=96, userid=783, assignmentid=41204
time=2016-06-22T05:33:05, team=179, userid=1470, assignmentid=41205
time=2016-06-22T05:33:05, team=215, userid=969, assignmentid=41206
time=2016-06-22T05:33:05, team=219, userid=1050, assignmentid=41207
time=2016-06-22T06:03:05, team=42, userid=291, assignmentid=41240
time=2016-06-22T06:03:05, team=228, userid=61, assignmentid=41241
time=2016-06-22T06:03:05, team=160, userid=587, assignmentid=41242
time=2016-06-22T06:03:05, team=28, userid=1700, assignmentid=41243
time=2016-06-22T06:33:05, team=56, userid=1051, assignmentid=41259
time=2016-06-22T06:33:05, team=164, userid=1158, assignmentid=41260
time=2016-06-22T06:33:05, team=144, userid=1495, assignmentid=41261
time=2016-06-22T06:33:05, team=228, userid=1512, assignmentid=41262
time=2016-06-22T06:33:05, team=226, userid=1655, assignmentid=41263
time=2016-06-22T07:03:05, team=7, userid=1834, assignmentid=41326
time=2016-06-22T07:03:05, team=81, userid=1632, assignmentid=41327
time=2016-06-22T07:33:05, team=92, userid=648, assignmentid=41401
time=2016-06-22T07:33:05, team=3, userid=617, assignmentid=41402
time=2016-06-22T07:33:05, team=107, userid=812, assignmentid=41403
time=2016-06-22T08:03:05, team=92, userid=156, assignmentid=41417
time=2016-06-22T08:03:05, team=54, userid=1672, assignmentid=41418
time=2016-06-22T08:33:05, team=227, userid=1963, assignmentid=41466
time=2016-06-22T08:33:05, team=34, userid=154, assignmentid=41467
time=2016-06-22T08:33:05, team=81, userid=316, assignmentid=41468
time=2016-06-22T09:03:05, team=57, userid=1652, assignmentid=41522
time=2016-06-22T09:03:05, team=115, userid=1739, assignmentid=41523
time=2016-06-22T09:03:05, team=202, userid=1871, assignmentid=41524
time=2016-06-22T09:03:05, team=152, userid=135, assignmentid=41525
time=2016-06-22T09:03:05, team=162, userid=1137, assignmentid=41526
time=2016-06-22T09:03:05, team=215, userid=1455, assignmentid=41527
time=2016-06-22T09:03:05, team=84, userid=425, assignmentid=41528
time=2016-06-22T09:33:05, team=173, userid=23, assignmentid=41551
time=2016-06-22T09:33:05, team=182, userid=551, assignmentid=41552
time=2016-06-22T09:33:05, team=37, userid=1587, assignmentid=41553
time=2016-06-22T09:33:05, team=69, userid=309, assignmentid=41554
time=2016-06-22T09:33:05, team=204, userid=1572, assignmentid=41555
time=2016-06-22T09:33:05, team=31, userid=271, assignmentid=41556
time=2016-06-22T09:33:05, team=96, userid=925, assignmentid=41557
time=2016-06-22T09:33:05, team=71, userid=1207, assignmentid=41558
time=2016-06-22T09:33:05, team=122, userid=1982, assignmentid=41559
time=2016-06-22T10:03:05, team=209, userid=430, assignmentid=41611
time=2016-06-22T10:03:05, team=28, userid=450, assignmentid=41612
time=2016-06-22T10:33:05, team=109, userid=1259, assignmentid=41680
time=2016-06-22T10:33:05, team=71, userid=1417, assignmentid=41681
time=2016-06-22T10:33:05, team=229, userid=493, assignmentid=41682
time=2016-06-22T11:03:05, team=218, userid=1209, assignmentid=41727
time=2016-06-22T11:33:05, team=208, userid=370, assignmentid=41804
time=2016-06-22T11:33:05, team=213, userid=1138, assignmentid=41805
time=2016-06-22T11:33:05, team=216, userid=209, assignmentid=41806
time=2016-06-22T12:03:05, team=219, userid=1420, assignmentid=41854
time=2016-06-22T12:03:05, team=183, userid=951, assignmentid=41855
time=2016-06-22T12:03:05, team=211, userid=1546, assignmentid=41856
time=2016-06-22T12:03:05, team=144, userid=1517, assignmentid=41857
time=2016-06-22T12:33:05, team=55, userid=1340, assignmentid=41930
time=2016-06-22T12:33:05, team=192, userid=868, assignmentid=41931
time=2016-06-22T12:33:05, team=115, userid=382, assignmentid=41932
time=2016-06-22T12:33:05, team=81, userid=316, assignmentid=41933
time=2016-06-22T13:03:05, team=183, userid=1655, assignmentid=41994
time=2016-06-22T13:03:05, team=243, userid=1619, assignmentid=41995
time=2016-06-22T13:33:05, team=44, userid=1267, assignmentid=42058
time=2016-06-22T13:33:05, team=56, userid=140, assignmentid=42059
time=2016-06-22T13:33:05, team=202, userid=328, assignmentid=42060
time=2016-06-22T14:03:05, team=9, userid=1475, assignmentid=42133
time=2016-06-22T14:03:05, team=183, userid=247, assignmentid=42134
time=2016-06-22T14:03:05, team=242, userid=500, assignmentid=42135
time=2016-06-22T14:03:05, team=154, userid=729, assignmentid=42136
time=2016-06-22T14:03:05, team=44, userid=97, assignmentid=42137
time=2016-06-22T14:03:05, team=69, userid=188, assignmentid=42138
time=2016-06-22T14:03:05, team=227, userid=963, assignmentid=42139
time=2016-06-22T14:33:05, team=3, userid=311, assignmentid=42153
time=2016-06-22T14:33:05, team=54, userid=1019, assignmentid=42154
time=2016-06-22T14:33:05, team=205, userid=1322, assignmentid=42155
time=2016-06-22T15:03:05, team=203, userid=1247, assignmentid=42220
time=2016-06-22T15:03:05, team=204, userid=763, assignmentid=42221
time=2016-06-22T15:03:05, team=164, userid=673, assignmentid=42222
time=2016-06-22T15:03:05, team=164, userid=1431, assignmentid=42223
time=2016-06-22T15:03:05, team=60, userid=956, assignmentid=42224
time=2016-06-22T15:33:05, team=174, userid=1133, assignmentid=42234
time=2016-06-22T15:33:05, team=167, userid=694, assignmentid=42235
time=2016-06-22T15:33:05, team=62, userid=985, assignmentid=42236
time=2016-06-22T15:33:05, team=214, userid=1012, assignmentid=42237
time=2016-06-22T15:33:05, team=88, userid=817, assignmentid=42238
time=2016-06-22T15:33:05, team=17, userid=1053, assignmentid=42239
time=2016-06-22T16:03:05, team=182, userid=978, assignmentid=42254
time=2016-06-22T16:03:05, team=81, userid=1892, assignmentid=42255
time=2016-06-22T16:33:05, team=230, userid=1974, assignmentid=42318
time=2016-06-22T16:33:05, team=152, userid=697, assignmentid=42319
time=2016-06-22T16:33:05, team=174, userid=303, assignmentid=42320
time=2016-06-22T16:33:05, team=207, userid=581, assignmentid=42321
time=2016-06-22T16:33:05, team=119, userid=1221, assignmentid=42322
time=2016-06-22T17:03:05, team=167, userid=874, assignmentid=42360
time=2016-06-22T17:03:05, team=139, userid=1609, assignmentid=42361
time=2016-06-22T17:03:05, team=54, userid=598, assignmentid=42362
time=2016-06-22T17:03:05, team=55, userid=1136, assignmentid=42363
time=2016-06-22T17:03:05, team=62, userid=332, assignmentid=42364
time=2016-06-22T17:33:05, team=162, userid=1393, assignmentid=42375
time=2016-06-22T17:33:05, team=215, userid=1104, assignmentid=42376
time=2016-06-22T17:33:05, team=156, userid=1319, assignmentid=42377
time=2016-06-22T18:03:05, team=34, userid=1651, assignmentid=42429
time=2016-06-22T18:33:05, team=201, userid=1278, assignmentid=42486
time=2016-06-22T18:33:05, team=226, userid=1867, assignmentid=42487
time=2016-06-22T18:33:05, team=176, userid=1322, assignmentid=42488
time=2016-06-22T19:03:05, team=139, userid=1330, assignmentid=42511
time=2016-06-22T19:03:05, team=81, userid=1334, assignmentid=42512
time=2016-06-22T19:03:05, team=177, userid=1499, assignmentid=42513
time=2016-06-22T19:03:05, team=45, userid=1627, assignmentid=42514
time=2016-06-22T19:03:05, team=217, userid=288, assignmentid=42515
time=2016-06-22T19:33:05, team=105, userid=1213, assignmentid=42523
time=2016-06-22T19:33:05, team=232, userid=1065, assignmentid=42524
time=2016-06-22T19:33:05, team=181, userid=162, assignmentid=42525
time=2016-06-22T20:03:05, team=173, userid=995, assignmentid=42560
time=2016-06-22T20:33:05, team=147, userid=574, assignmentid=42594
time=2016-06-22T20:33:05, team=221, userid=1244, assignmentid=42595
time=2016-06-22T20:33:05, team=242, userid=1864, assignmentid=42596
time=2016-06-22T20:33:05, team=9, userid=99, assignmentid=42597
time=2016-06-22T20:33:05, team=28, userid=1438, assignmentid=42598
time=2016-06-22T20:33:05, team=163, userid=1031, assignmentid=42599
time=2016-06-22T20:33:05, team=243, userid=1852, assignmentid=42600
time=2016-06-22T20:33:05, team=233, userid=1250, assignmentid=42601
time=2016-06-22T20:33:05, team=161, userid=1840, assignmentid=42602
time=2016-06-22T21:03:05, team=3, userid=397, assignmentid=42614
time=2016-06-22T21:03:05, team=219, userid=1135, assignmentid=42615
time=2016-06-22T21:33:05, team=20, userid=1383, assignmentid=42670
time=2016-06-22T21:33:05, team=218, userid=1829, assignmentid=42671
time=2016-06-22T22:03:05, team=223, userid=661, assignmentid=42689
time=2016-06-22T22:03:05, team=37, userid=1763, assignmentid=42690
time=2016-06-22T22:03:05, team=174, userid=292, assignmentid=42691
time=2016-06-22T22:03:05, team=118, userid=1464, assignmentid=42692
time=2016-06-22T22:03:05, team=133, userid=348, assignmentid=42693
time=2016-06-22T22:33:05, team=118, userid=392, assignmentid=42696
time=2016-06-22T22:33:05, team=73, userid=14, assignmentid=42697
time=2016-06-22T22:33:05, team=144, userid=989, assignmentid=42698
time=2016-06-22T22:33:05, team=192, userid=605, assignmentid=42699
time=2016-06-22T22:33:05, team=62, userid=1542, assignmentid=42700
time=2016-06-22T23:03:05, team=34, userid=1035, assignmentid=42712
time=2016-06-22T23:03:05, team=118, userid=1958, assignmentid=42713
time=2016-06-22T23:03:05, team=203, userid=1761, assignmentid=42714
time=2016-06-22T23:03:05, team=173, userid=1962, assignmentid=42715
time=2016-06-22T23:03:05, team=216, userid=1195, assignmentid=42716
time=2016-06-22T23:03:05, team=154, userid=1290, assignmentid=42717
time=2016-06-22T23:33:05, team=214, userid=1029, assignmentid=42792
time=2016-06-22T23:33:05, team=223, userid=1772, assignmentid=42793
time=2016-06-22T23:33:05, team=204, userid=1655, assignmentid=42794
time=2016-06-22T23:33:05, team=233, userid=1781, assignmentid=42795
time=2016-06-23T00:03:05, team=101, userid=337, assignmentid=42807
time=2016-06-23T01:03:05, team=10, userid=231, assignmentid=42917
time=2016-06-23T01:03:05, team=224, userid=583, assignmentid=42918
time=2016-06-23T01:03:05, team=226, userid=1087, assignmentid=42919
time=2016-06-23T01:03:05, team=212, userid=1189, assignmentid=42920
time=2016-06-23T01:33:05, team=133, userid=1658, assignmentid=42935
time=2016-06-23T01:33:05, team=224, userid=1880, assignmentid=42936
time=2016-06-23T01:33:05, team=208, userid=96, assignmentid=42937
time=2016-06-23T02:03:05, team=73, userid=904, assignmentid=42976
time=2016-06-23T02:03:05, team=200, userid=1817, assignmentid=42977
time=2016-06-23T02:03:05, team=94, userid=1632, assignmentid=42978
time=2016-06-23T02:03:05, team=205, userid=662, assignmentid=42979
time=2016-06-23T02:33:05, team=37, userid=195, assignmentid=43040
time=2016-06-23T02:33:05, team=202, userid=1808, assignmentid=43041
time=2016-06-23T02:33:05, team=28, userid=767, assignmentid=43042
time=2016-06-23T02:33:05, team=203, userid=1027, assignmentid=43043
time=2016-06-23T02:33:05, team=218, userid=960, assignmentid=43044
time=2016-06-23T02:33:05, team=202, userid=492, assignmentid=43045
time=2016-06-23T03:03:05, team=144, userid=72, assignmentid=43086
time=2016-06-23T03:03:05, team=133, userid=88, assignmentid=43087
time=2016-06-23T03:03:05, team=189, userid=1407, assignmentid=43088
time=2016-06-23T03:33:05, team=242, userid=325, assignmentid=43148
time=2016-06-23T03:33:05, team=128, userid=436, assignmentid=43149
time=2016-06-23T03:33:05, team=44, userid=216, assignmentid=43150
time=2016-06-23T04:03:05, team=154, userid=225, assignmentid=43184
time=2016-06-23T04:03:05, team=196, userid=1054, assignmentid=43185
time=2016-06-23T04:03:05, team=214, userid=1196, assignmentid=43186
time=2016-06-23T04:03:05, team=182, userid=191, assignmentid=43187
time=2016-06-23T04:03:05, team=222, userid=1110, assignmentid=43188
time=2016-06-23T04:03:05, team=31, userid=960, assignmentid=43189
time=2016-06-23T04:33:05, team=214, userid=1010, assignmentid=43226
time=2016-06-23T04:33:05, team=164, userid=1153, assignmentid=43227
time=2016-06-23T04:33:05, team=84, userid=825, assignmentid=43228
time=2016-06-23T04:33:05, team=128, userid=995, assignmentid=43229
time=2016-06-23T05:03:05, team=94, userid=1006, assignmentid=43280
time=2016-06-23T05:03:05, team=37, userid=1692, assignmentid=43281
time=2016-06-23T05:03:05, team=182, userid=486, assignmentid=43282
time=2016-06-23T05:03:05, team=70, userid=1136, assignmentid=43283
time=2016-06-23T05:33:05, team=234, userid=1163, assignmentid=43305
time=2016-06-23T05:33:05, team=69, userid=1809, assignmentid=43306
time=2016-06-23T06:03:05, team=27, userid=409, assignmentid=43386
time=2016-06-23T06:03:05, team=62, userid=881, assignmentid=43387
time=2016-06-23T06:03:05, team=152, userid=1202, assignmentid=43388
time=2016-06-23T06:03:05, team=73, userid=597, assignmentid=43389
time=2016-06-23T06:33:05, team=77, userid=1478, assignmentid=43471
time=2016-06-23T07:03:05, team=70, userid=1932, assignmentid=43523
time=2016-06-23T07:03:05, team=183, userid=1262, assignmentid=43524
time=2016-06-23T07:33:05, team=219, userid=1819, assignmentid=43600
time=2016-06-23T07:33:05, team=57, userid=1188, assignmentid=43601
time=2016-06-23T08:03:05, team=44, userid=1222, assignmentid=43622
time=2016-06-23T09:03:05, team=133, userid=628, assignmentid=43685
time=2016-06-23T09:03:05, team=60, userid=1284, assignmentid=43686
time=2016-06-23T09:03:05, team=160, userid=1439, assignmentid=43687
time=2016-06-23T09:33:05, team=133, userid=1795, assignmentid=43690
time=2016-06-23T09:33:05, team=189, userid=794, assignmentid=43691
time=2016-06-23T09:33:05, team=186, userid=329, assignmentid=43692
time=2016-06-23T09:33:05, team=161, userid=12, assignmentid=43693
time=2016-06-23T09:33:05, team=180, userid=15, assignmentid=43694
time=2016-06-23T09:33:05, team=34, userid=1150, assignmentid=43695
time=2016-06-23T09:33:05, team=46, userid=1780, assignmentid=43696
time=2016-06-23T09:33:05, team=37, userid=580, assignmentid=43697
time=2016-06-23T09:33:05, team=139, userid=1409, assignmentid=43698
time=2016-06-23T10:03:05, team=150, userid=1115, assignmentid=43725
time=2016-06-23T10:33:05, team=96, userid=1847, assignmentid=43750
time=2016-06-23T10:33:05, team=202, userid=923, assignmentid=43751
time=2016-06-23T10:33:05, team=45, userid=1355, assignmentid=43752
time=2016-06-23T10:33:05, team=215, userid=1393, assignmentid=43753
time=2016-06-23T11:03:05, team=234, userid=1890, assignmentid=43778
time=2016-06-23T11:03:05, team=60, userid=1403, assignmentid=43779
time=2016-06-23T11:03:05, team=118, userid=184, assignmentid=43780
time=2016-06-23T11:03:05, team=105, userid=594, assignmentid=43781
time=2016-06-23T11:03:05, team=44, userid=309, assignmentid=43782
time=2016-06-23T11:33:05, team=201, userid=1635, assignmentid=43828
time=2016-06-23T11:33:05, team=224, userid=144, assignmentid=43829
time=2016-06-23T11:33:05, team=211, userid=400, assignmentid=43830
time=2016-06-23T11:33:05, team=89, userid=1608, assignmentid=43831
time=2016-06-23T11:33:05, team=107, userid=1143, assignmentid=43832
time=2016-06-23T11:33:05, team=221, userid=1475, assignmentid=43833
time=2016-06-23T12:03:05, team=45, userid=1431, assignmentid=43860
time=2016-06-23T12:33:05, team=221, userid=1028, assignmentid=43878
time=2016-06-23T12:33:05, team=222, userid=1744, assignmentid=43879
time=2016-06-23T13:03:05, team=174, userid=1388, assignmentid=43897
time=2016-06-23T13:03:05, team=40, userid=1655, assignmentid=43898
time=2016-06-23T13:33:05, team=186, userid=1682, assignmentid=43971
time=2016-06-23T13:33:05, team=17, userid=1213, assignmentid=43972
time=2016-06-23T14:03:05, team=181, userid=1918, assignmentid=44015
time=2016-06-23T14:03:05, team=57, userid=745, assignmentid=44016
time=2016-06-23T14:03:05, team=173, userid=1182, assignmentid=44017
time=2016-06-23T14:33:05, team=196, userid=1745, assignmentid=44069
time=2016-06-23T15:03:05, team=233, userid=1376, assignmentid=44088
time=2016-06-23T15:03:05, team=94, userid=709, assignmentid=44089
